s1,s2
"The goliath imperial pigeon (Ducula goliath), also known as the New Caledonian imperial pigeon[2] and the notou,[3] is a species of bird in the family Columbidae",Goliath Imperial Pigeon alternate name New Caledonian Imperial Pigeon
"The goliath imperial pigeon (Ducula goliath), also known as the New Caledonian imperial pigeon[2] and the notou,[3] is a species of bird in the family Columbidae",Goliath Imperial Pigeon alternate name  Notou
"Gosling's bunting[2] (Emberiza goslingi), also known as the grey-throated bunting,[1] is a species of bird in the family Emberizidae",Gosling's bunting alternate name grey-throated bunting
"The Gough moorhen (Gallinula comeri) is a medium-sized, almost flightless bird that is similar to the common moorhen (Gallinula chloropus), but is smaller, stockier, and has shorter wings",Gough moorhen alternate name common moorhen
"The Gouldian finch (Chloebia gouldiae), also known as the Lady Gouldian finch, Gould's finch or the rainbow finch, is a colourful passerine bird that is native to Australia",Gouldian finch alternate name Lady Gouldian finch
"The Gouldian finch (Chloebia gouldiae), also known as the Lady Gouldian finch, Gould's finch or the rainbow finch, is a colourful passerine bird that is native to Australia","Gouldian finch alternate name  ""Goulds finch"""
"The Gouldian finch (Chloebia gouldiae), also known as the Lady Gouldian finch, Gould's finch or the rainbow finch, is a colourful passerine bird that is native to Australia",Gouldian finch alternate name  rainbow finch
Gould's emerald (Riccordia elegans) is an extinct species of hummingbird in the family Trochilidae,hummingbird alternate name Goulds emerald
Gould's jewelfront or Gould's brilliant  (Heliodoxa aurescens) is a medium-sized hummingbird in the family Trochilidae,Gould's jewelfront alternate name Goulds brilliant
"The graceful pitta (Erythropitta venusta), sometimes alternatively known as the black-crowned pitta (although this term is more regularly applied to E",pitta alternate name black-crowned pitta
The graceful prinia (Prinia gracilis) is a small warbler (in some older works it is referred to as graceful warbler),Prinia gracilis alternate name Graceful Warbler
"The grand rhabdornis (Rhabdornis grandis), also known as the long-billed rhabdornis or long-billed creeper, is a species of bird currently placed in the starling family, Sturnidae",grand rhabdornis alternate name long-billed rhabdornis
"The grand rhabdornis (Rhabdornis grandis), also known as the long-billed rhabdornis or long-billed creeper, is a species of bird currently placed in the starling family, Sturnidae",grand rhabdornis alternate name  long-billed creeper
Grant's bluebill (Spermophaga poliogenys) is a species of estrildid finch found in forests in central Africa in subtropical forests or in moist lowlands,Grant's bluebill alternate name Spermophaga poliogenys
"Grauer's broadbill (Pseudocalyptomena graueri), also known as the African green broadbill, is a species of bird in the family Eurylaimidae, and is monotypic within the genus Pseudocalyptomena",Grauer's broadbill alternate name African green broadbill
"The gray kingbird or grey kingbird (Tyrannus dominicensis), also known as pitirre, petchary or white-breasted kingbird, is a passerine bird in the tyrant flycatchers family Tyrannidae",gray kingbird alternate name pitirre
"The gray kingbird or grey kingbird (Tyrannus dominicensis), also known as pitirre, petchary or white-breasted kingbird, is a passerine bird in the tyrant flycatchers family Tyrannidae",gray kingbird alternate name  petchary
"The gray kingbird or grey kingbird (Tyrannus dominicensis), also known as pitirre, petchary or white-breasted kingbird, is a passerine bird in the tyrant flycatchers family Tyrannidae",gray kingbird alternate name  white-breasted kingbird
"The great egret (Ardea alba), also known as the common egret, large egret, or (in the Old World) great white egret[2] or great white heron[3][4][5] is a large, widely distributed egret",great egret alternate name common egret
"The great egret (Ardea alba), also known as the common egret, large egret, or (in the Old World) great white egret[2] or great white heron[3][4][5] is a large, widely distributed egret",great egret alternate name  large egret
"The great egret (Ardea alba), also known as the common egret, large egret, or (in the Old World) great white egret[2] or great white heron[3][4][5] is a large, widely distributed egret",great egret alternate name  great white egret
"The great egret (Ardea alba), also known as the common egret, large egret, or (in the Old World) great white egret[2] or great white heron[3][4][5] is a large, widely distributed egret",great egret alternate name  great white heron
"The great grey owl (Strix nebulosa) (also great gray owl in American English) is a very large owl, documented as the world's largest species of owl by length",Great Grey Owl alternate name great gray owl
"The great hanging parrot (Loriculus stigmatus), also called Celebes hanging parrot, Sulawesi hanging parrot and maroon-rumped hanging parrot, is a species of parrot in the family Psittaculidae",great hanging parrot alternate name Celebes hanging parrot
"The great hanging parrot (Loriculus stigmatus), also called Celebes hanging parrot, Sulawesi hanging parrot and maroon-rumped hanging parrot, is a species of parrot in the family Psittaculidae",great hanging parrot alternate name  Sulawesi hanging parrot
"The great hanging parrot (Loriculus stigmatus), also called Celebes hanging parrot, Sulawesi hanging parrot and maroon-rumped hanging parrot, is a species of parrot in the family Psittaculidae",great hanging parrot alternate name  maroon-rumped hanging parrot
"The great kiskadee (Pitangus sulphuratus), called bem-te-vi in Brazil and benteveo in Argentina, is a passerine bird in the tyrant flycatcher family Tyrannidae",great kiskadee alternate name bem-te-vi
"The great kiskadee (Pitangus sulphuratus), called bem-te-vi in Brazil and benteveo in Argentina, is a passerine bird in the tyrant flycatcher family Tyrannidae",great kiskadee alternate name  benteveo
"The great myna (Acridotheres grandis), also known as the white-vented myna, is a species of starling in the family Sturnidae",myna alternate name white-vented myna
"The Great Nicobar serpent eagle (Spilornis klossi), also known as the South Nicobar serpent eagle, is a species of bird of prey in the family Accipitridae",Great Nicobar serpent eagle alternate name South Nicobar serpent eagle
The great potoo (Nyctibius grandis) is the largest potoo species and is widely distributed in Central and South America,potoo alternate name great potoo
"The great sparrow (Passer motitensis), also known as the southern rufous sparrow, is found in southern Africa in dry, wooded savannah and towns",great sparrow alternate name Southern rufous sparrow
"The great spotted kiwi, great grey kiwi[2] or roroa (Apteryx haastii) is a species of kiwi endemic to the South Island of New Zealand",Kiwi alternate name Great spotted kiwi
"The great spotted kiwi, great grey kiwi[2] or roroa (Apteryx haastii) is a species of kiwi endemic to the South Island of New Zealand",Kiwi alternate name  Great grey kiwi
"The great stone-curlew or  great thick-knee (Esacus recurvirostris) is a large wader which is a resident breeder in tropical southern Asia from India, Pakistan, Sri Lanka, Bangladesh into South-east Asia",Great Stone-Curlew alternate name Great Thick-Knee
"The great white pelican (Pelecanus onocrotalus) also known as the eastern white pelican, rosy pelican or white pelican is a bird in the pelican family",great white pelican alternate name Eastern white pelican
"The great white pelican (Pelecanus onocrotalus) also known as the eastern white pelican, rosy pelican or white pelican is a bird in the pelican family",great white pelican alternate name  Rosy pelican
"The great white pelican (Pelecanus onocrotalus) also known as the eastern white pelican, rosy pelican or white pelican is a bird in the pelican family",great white pelican alternate name  White pelican
"The great woodswallow (Artamus maximus), also known as the greater woodswallow, giant woodswallow or New Guinea woodswallow is a species of bird in the family Artamidae",great woodswallow alternate name greater woodswallow
"The great woodswallow (Artamus maximus), also known as the greater woodswallow, giant woodswallow or New Guinea woodswallow is a species of bird in the family Artamidae",great woodswallow alternate name  giant woodswallow
"The great woodswallow (Artamus maximus), also known as the greater woodswallow, giant woodswallow or New Guinea woodswallow is a species of bird in the family Artamidae",great woodswallow alternate name  New Guinea woodswallow
The great-billed kingfisher or black-billed kingfisher (Pelargopsis melanorhyncha) is a species of bird in the subfamily Halcyoninae,great-billed kingfisher alternate name black-billed kingfisher
The great-billed mannikin or grand munia (Lonchura grandis) is a species of estrildid finch found in northern and eastern New Guinea,great-billed mannikin alternate name grand munia
"The great-billed parrot (Tanygnathus megalorynchos) also known as Moluccan parrot or island parrot, is a medium-sized, approximately 38 cm long, green parrot with a massive red bill, cream iris, blackish shoulders, olive green back, pale blue rump and yellowish green underparts",Great-billed parrot alternate name Moluccan parrot
"The great-billed parrot (Tanygnathus megalorynchos) also known as Moluccan parrot or island parrot, is a medium-sized, approximately 38 cm long, green parrot with a massive red bill, cream iris, blackish shoulders, olive green back, pale blue rump and yellowish green underparts",Great-billed parrot alternate name  Island parrot
The greater blue-eared starling or greater blue-eared glossy-starling (Lamprotornis chalybaeus) is a bird that breeds from Senegal east to Ethiopia and south through eastern Africa to northeastern South Africa and Angola,greater blue-eared starling alternate name greater blue-eared glossy-starling
"The greater coucal or crow pheasant (Centropus sinensis), is a large non-parasitic member of the cuckoo order of birds, the Cuculiformes",greater coucal alternate name crow pheasant
"The greater flameback (Chrysocolaptes guttacristatus) also known as greater goldenback, large golden-backed woodpecker is a woodpecker species",greater flameback alternate name Greater goldenback
"The greater flameback (Chrysocolaptes guttacristatus) also known as greater goldenback, large golden-backed woodpecker is a woodpecker species",greater flameback alternate name  Large golden-backed woodpecker
"The greater kestrel (Falco rupicoloides) or white-eyed kestrel, is a bird of prey belonging to the falcon family Falconidae",greater kestrel alternate name white-eyed kestrel
"The greater lophorina (Lophorina superba), also known as superb bird-of-paradise or greater superb bird-of-paradise, is a species of the Paradisaeidae (bird-of-paradise) family",greater lophorina alternate name superb bird-of-paradise
"The greater lophorina (Lophorina superba), also known as superb bird-of-paradise or greater superb bird-of-paradise, is a species of the Paradisaeidae (bird-of-paradise) family",greater lophorina alternate name  greater superb bird-of-paradise
The greater pewee (Contopus pertinax) is a passerine and is in the tyrant flycatcher group,greater pewee alternate name Contopus pertinax
"The greater sage-grouse (Centrocercus urophasianus), also known as the sagehen, is the largest grouse (a type of bird) in North America",greater sage-grouse alternate name sagehen
"The American robin, also known as the robin redbreast, is a migratory songbird with the scientific name Turdus migratorius.",American robin alternate name robin redbreast
"The greater vasa parrot (Coracopsis vasa) is one of two species of vasa parrot, the other being the lesser vasa parrot C",Vasa Parrot alternate name Greater Vasa Parrot
"The greater vasa parrot (Coracopsis vasa) is one of two species of vasa parrot, the other being the lesser vasa parrot C",Vasa Parrot alternate name  Lesser Vasa Parrot
"The greater yellow-headed vulture (Cathartes melambrotus), also known as the forest vulture,[3] is a species of bird in the New World vulture family Cathartidae",greater yellow-headed vulture alternate name forest vulture
"The great-tailed grackle or Mexican grackle (Quiscalus mexicanus) is a medium-sized, highly social passerine bird native to North and South America",Great-tailed Grackle alternate name Mexican Grackle
"The green araçari (Pteroglossus viridis), is a toucan, a near-passerine bird",Green araçari alternate name Toucan
Stictospiza formosaEstrilda formosa Sporaeginthus formosus,Stictospiza formosa alternate name Estrilda formosa
Stictospiza formosaEstrilda formosa Sporaeginthus formosus,Stictospiza formosa alternate name  Sporaeginthus formosus
The green-backed twinspot or green twinspot (Mandingoa nitidula) is an estrildid finch found in many parts of Sub-Saharan Africa,Green-backed Twinspot alternate name Green Twinspot
The green broadbill (Calyptomena viridis) also known as the lesser green broadbill is a small bird in the family Calyptomenidae,green broadbill alternate name lesser green broadbill
The green figbird or Timor figbird (Sphecotheres viridis) is a species of bird in the family Oriolidae,green figbird alternate name Timor figbird
"The green ibis (Mesembrinibis cayennensis), also known as the Cayenne ibis, is a wading bird in the ibis family Threskiornithidae",green ibis alternate name Cayenne ibis
"The green junglefowl (Gallus varius), also known as Javan junglefowl, forktail or green Javanese junglefowl, is the most distantly related and the first to diverge at least 4 million years ago among the four species of the junglefowl",Green Junglefowl alternate name Javan Junglefowl
"The green junglefowl (Gallus varius), also known as Javan junglefowl, forktail or green Javanese junglefowl, is the most distantly related and the first to diverge at least 4 million years ago among the four species of the junglefowl",Green Junglefowl alternate name  Forktail
"The green junglefowl (Gallus varius), also known as Javan junglefowl, forktail or green Javanese junglefowl, is the most distantly related and the first to diverge at least 4 million years ago among the four species of the junglefowl",Green Junglefowl alternate name  Green Javanese Junglefowl
The green malkoha or whistling yellowbill (Ceuthmochares australis) is a species of cuckoo in the family Cuculidae,green malkoha alternate name whistling yellowbill
The green oriole or Australasian yellow oriole (Oriolus flavocinctus) is an inconspicuous inhabitant of lush tropical vegetation throughout Australia and New Guinea,green oriole alternate name Australasian yellow oriole
The green peafowl or Indonesian peafowl (Pavo muticus) is a peafowl species native to the tropical forests of Southeast Asia and Indochina,peafowl alternate name green peafowl
The green peafowl or Indonesian peafowl (Pavo muticus) is a peafowl species native to the tropical forests of Southeast Asia and Indochina,peafowl alternate name  Indonesian peafowl
The green pygmy goose (Nettapus pulchellus) is a small perching duck which breeds in southern New Guinea and northern Australia,green pygmy goose alternate name small perching duck
The green rosella or Tasmanian rosella (Platycercus caledonicus) is a species of parrot native to Tasmania and Bass Strait islands,green rosella alternate name Tasmanian rosella
"The green warbler (Phylloscopus nitidus), also known as green willow warbler or green leaf warbler, is a leaf warbler found in the Caucasus Mountains in southeastern Europe",Green Warbler alternate name Green Willow Warbler
"The green warbler (Phylloscopus nitidus), also known as green willow warbler or green leaf warbler, is a leaf warbler found in the Caucasus Mountains in southeastern Europe",Green Warbler alternate name  Green Leaf Warbler
"The green-backed camaroptera (Camaroptera brachyura), also known as the bleating camaroptera, is a small bird in the family Cisticolidae",green-backed camaroptera alternate name bleating camaroptera
The green-backed gerygone (Gerygone chloronota) is a species of bird in the family Acanthizidae found in northern Australia and New Guinea,Gerygone chloronota alternate name green-backed gerygone
"The green-backed hillstar (Urochroa leucura), formerly included in the white-tailed hillstar, is a species of hummingbird in the ""brilliants"", tribe Heliantheini in subfamily Lesbiinae",green-backed hillstar alternate name white-tailed hillstar
"The green-backed honeybird (Prodotiscus zambesiae), also known as the eastern green-backed honeyguide, green-backed honeyguide and slender-billed honeyguide, is a species of bird in the family Indicatoridae",green-backed honeybird alternate name eastern green-backed honeyguide
"The green-backed honeybird (Prodotiscus zambesiae), also known as the eastern green-backed honeyguide, green-backed honeyguide and slender-billed honeyguide, is a species of bird in the family Indicatoridae",green-backed honeybird alternate name  green-backed honeyguide
"The green-backed honeybird (Prodotiscus zambesiae), also known as the eastern green-backed honeyguide, green-backed honeyguide and slender-billed honeyguide, is a species of bird in the family Indicatoridae",green-backed honeybird alternate name  slender-billed honeyguide
The green-barred woodpecker or green-barred flicker (Colaptes melanochloros) is a species of bird in subfamily Picinae of the woodpecker family Picidae,Green-barred woodpecker alternate name green-barred flicker
"The green-billed toucan (Ramphastos dicolorus), or red-breasted toucan, is a near-passerine bird in the family Ramphastidae, the toucans, toucanets, and aracaris",green-billed toucan alternate name red-breasted toucan
The green-breasted bushshrike or gladiator bushshrike (Malaconotus gladiator) is a species of bird in the family Malaconotidae,Green-breasted Bushshrike alternate name Gladiator Bushshrike
The green-breasted mango or Prevost's mango (Anthracothorax prevostii) is a species in subfamily Polytminae of the hummingbird family Trochilidae,green-breasted mango alternate name Prevost's mango
The green-breasted mountaingem or green-breasted mountain-gem (Lampornis sybillae) is a species of hummingbird in tribe Lampornithini of subfamily Trochilinae,Green-breasted Mountaingem alternate name Green-breasted Mountain-gem
"The green-capped eremomela or greencap eremomela (Eremomela scotops) is a species of bird formerly placed in the ""Old World warbler"" assemblage, but now placed in the family Cisticolidae",Green-capped Eremomela alternate name Greencap Eremomela
"The green-cheeked parakeet (Pyrrhura molinae), known as the  green-cheeked conure in aviculture, is a species of bird in subfamily Arinae of the family Psittacidae, the African and New World parrots",green-cheeked parakeet alternate name green-cheeked conure
"The green-headed oriole (Oriolus chlorocephalus), or montane oriole, is a species of bird in the family Oriolidae",green-headed oriole alternate name montane oriole
"The greenish schiffornis (Schiffornis virescens), also greenish mourner or greenish manakin (not to be confused with the green manakin), is a species of bird in the family Tityridae",Greenish Schiffornis alternate name Greenish Mourner
"The greenish schiffornis (Schiffornis virescens), also greenish mourner or greenish manakin (not to be confused with the green manakin), is a species of bird in the family Tityridae",Greenish Schiffornis alternate name  Greenish Manakin
"The green-legged partridge (Tropicoperdix chloropus), also known as the scaly-breasted partridge or green-legged hill-partridge, is a bird species in the family Phasianidae",green-legged partridge alternate name scaly-breasted partridge
"The green-legged partridge (Tropicoperdix chloropus), also known as the scaly-breasted partridge or green-legged hill-partridge, is a bird species in the family Phasianidae",green-legged partridge alternate name  green-legged hill-partridge
The green-tailed sunbird (Aethopyga nipalensis) or Nepal yellow-backed sunbird is a species of bird in the family Nectariniidae,green-tailed sunbird alternate name Nepal yellow-backed sunbird
"The green-tailed warbler (Microligea palustris), also known as the green-tailed ground-tanager, is a species of bird of the family Phaenicophilidae, the Hispaniolan tanagers",green-tailed warbler alternate name green-tailed ground-tanager
The green-throated mango (Anthracothorax viridigula) is a species of hummingbird in the subfamily Polytminae,hummingbird alternate name green-throated mango
The green-throated mountaingem or green-throated mountain-gem (Lampornis viridipallens) is a species of hummingbird in tribe Lampornithini of subfamily Trochilinae,Green-throated Mountaingem alternate name Green-throated Mountain-gem
The grey apalis (Apalis cinerea) is a species of bird in the family Cisticolidae,Apalis cinerea alternate name Grey Apalis
"The gray crow (Corvus tristis), formerly known as the bare-faced crow, is about the same size (42–45 cm in length) as the Eurasian carrion crow (Corvus corone) but has somewhat different proportions and quite atypical feather pigmentation during the juvenile phase for a member of this genus",gray crow alternate name bare-faced crow
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name Balearica regulorum
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name  African crowned crane
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name  Golden crested crane
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name  Golden crowned crane
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name  East African crane
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name  East African crowned crane
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name  African crane
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name  Eastern crowned crane
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name  Kavirondo crane
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name  South African crane
"The grey crowned crane (Balearica regulorum), also known as the African crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, African crane, Eastern crowned crane, Kavirondo crane, South African crane and crested crane, is a bird in the crane family, Gruidae",grey crowned crane alternate name  Crested crane
"The grey go-away-bird (Corythaixoides concolor), also known as grey lourie, grey loerie, or kwêvoël, is a bold and common bird of the southern Afrotropics",Grey Go-Away-Bird alternate name Grey Lourie
"The grey go-away-bird (Corythaixoides concolor), also known as grey lourie, grey loerie, or kwêvoël, is a bold and common bird of the southern Afrotropics",Grey Go-Away-Bird alternate name  Grey Loerie
"The grey go-away-bird (Corythaixoides concolor), also known as grey lourie, grey loerie, or kwêvoël, is a bold and common bird of the southern Afrotropics",Grey Go-Away-Bird alternate name  Kwêvoël
The grey hypocolius[3] or simply hypocolius (Hypocolius ampelinus) is a small passerine bird species,Hypocolius ampelinus alternate name Grey Hypocolius
The grey hypocolius[3] or simply hypocolius (Hypocolius ampelinus) is a small passerine bird species,Hypocolius ampelinus alternate name  Hypocolius
"The gray junglefowl (Gallus sonneratii), also known as Sonnerat's junglefowl, is one of the wild ancestors of the domestic chicken together with the red junglefowl and other junglefowls","gray junglefowl alternate name [""Sonnerats junglefowl""]"
The grey nightjar or gray nightjar (Caprimulgus jotaka) is a species of nightjar found in East Asia,nightjar alternate name grey nightjar
The grey nightjar or gray nightjar (Caprimulgus jotaka) is a species of nightjar found in East Asia,nightjar alternate name  gray nightjar
"The grey penduline tit (Anthoscopus caroli), also known as the African penduline-tit, is a species of bird in the family Remizidae",grey penduline tit alternate name African penduline-tit
"The grey petrel (Procellaria cinerea), also called the brown petrel, pediunker or grey shearwater is a species of seabird in the Procellariidae, or petrel family",grey petrel alternate name brown petrel
"The grey petrel (Procellaria cinerea), also called the brown petrel, pediunker or grey shearwater is a species of seabird in the Procellariidae, or petrel family",grey petrel alternate name  pediunker
"The grey petrel (Procellaria cinerea), also called the brown petrel, pediunker or grey shearwater is a species of seabird in the Procellariidae, or petrel family",grey petrel alternate name  grey shearwater
"The grey pileated finch (Coryphospingus pileatus), also known as the pileated finch, is a species of bird in the family Thraupidae, where it has recently been moved to from the Emberizidae",pileated finch alternate name grey pileated finch
"The grey treepie (Dendrocitta formosae), also known as the Himalayan treepie, is an Asian treepie, a medium-sized and long-tailed member of the crow family",Grey Treepie alternate name Himalayan Treepie
The grey waxbill or black-tailed waxbill (Glaucestrilda perreini) is a common species of estrildid finch found in wetter land of Southern Africa,Grey Waxbill alternate name Black-tailed Waxbill
"The gray-backed tailorbird (Orthotomus derbianus) is a species of bird formerly placed in the ""Old World warbler"" assemblage, it but now placed in the family Cisticolidae",gray-backed tailorbird alternate name Orthotomus derbianus
"The grey-banded mannikin (Lonchura vana), or grey-banded munia, is a species of estrildid finch known to be found in Anggi Gigi, Tamrau Mountains, and Arfak Mountains in the Vogelkop Peninsula in north-western Papua, Indonesia",Grey-banded Mannikin alternate name Grey-banded Munia
The grey-bellied comet (Taphrolesbia griseiventris) is a species of hummingbird in the family Trochilidae,hummingbird alternate name grey-bellied comet
The grey-bellied cuckoo or the Indian plaintive cuckoo (Cacomantis passerinus) is a cuckoo with widespread occurrence throughout Asia,grey-bellied cuckoo alternate name Indian plaintive cuckoo
The grey-bellied hawk or grey-bellied goshawk (Accipiter poliogaster) is a fairly large and rare species of forest-dwelling South American bird of prey in the family Accipitridae,grey-bellied hawk alternate name grey-bellied goshawk
The grey-bellied tesia (Tesia cyaniventer) is a species of warbler in the family Cettiidae,Tesia cyaniventer alternate name Grey-bellied Tesia
"The grey-breasted partridge (Arborophila orientalis), also known as the white-faced hill partridge, or Horsfield's hill partridge, is a bird species in the family Phasianidae",grey-breasted partridge alternate name white-faced hill partridge
"The grey-breasted partridge (Arborophila orientalis), also known as the white-faced hill partridge, or Horsfield's hill partridge, is a bird species in the family Phasianidae",grey-breasted partridge alternate name  Horsfields hill partridge
The grey-breasted prinia or Franklin's prinia (Prinia hodgsonii) is a wren-warbler belonging to the family of small passerine birds found mainly in warmer southern regions of the Old World,Grey-breasted prinia alternate name Franklins prinia
The grey-brown white-eye or Pohnpei white-eye (Zosterops ponapensis) is a species of bird in the family Zosteropidae,Pohnpei white-eye alternate name grey-brown white-eye
The grey-capped cicadabird or Melanesian cicadabird (Edolisoma remotum) is a species of bird in the family Campephagidae,Grey-capped cicadabird alternate name Melanesian cicadabird
The grey-capped greenfinch or Oriental greenfinch (Chloris sinica) is a small passerine bird in the finch family Fringillidae that breeds in broadleaf and conifer woodlands of the East Palearctic,Oriental greenfinch alternate name grey-capped greenfinch
Picoides canicapillusDryobates semicoronatusDendrocopus canicapillus[1],Picoides canicapillus alternate name Dryobates semicoronatus
Picoides canicapillusDryobates semicoronatusDendrocopus canicapillus[1],Picoides canicapillus alternate name  Dendrocopus canicapillus
The grey-cheeked fulvetta or Morrison's fulvetta (Alcippe morrisonia) is a bird in the family Alcippeidae,grey-cheeked fulvetta alternate name Morrisons fulvetta
